"Te";"over";"cOver";"m";"M"
13;0.09154929577464789;0.06341463414634146;18;139
9;0.14754098360655737;0.06923076923076923;12;60
24;0.39344262295081966;0.21052631578947367;28;59
35;0.38461538461538464;0.26717557251908397;41;87
47;0.6619718309859155;0.47474747474747475;53;67
15;0.2112676056338028;0.12;27;61
1;0.25;0.012195121951219513;3;4
33;0.5409836065573771;0.3113207547169811;36;60
39;0.5909090909090909;0.38613861386138615;46;61
1;0.01;0.00558659217877095;2;101
4;0.5;0.047619047619047616;5;9
1;0.010752688172043012;0.005813953488372093;2;94
4;0.03389830508474576;0.02072538860103627;6;118
13;0.15476190476190477;0.08609271523178808;14;85
30;0.3157894736842105;0.25210084033613445;57;70
8;0.08;0.046511627906976744;9;101
15;0.2;0.11363636363636363;24;68
6;0.043478260869565216;0.02830188679245283;7;139
2;0.6666666666666666;0.024691358024691357;3;4
8;0.13114754098360656;0.06015037593984962;9;62
21;0.3620689655172414;0.1794871794871795;22;59
3;0.2727272727272727;0.03488372093023256;6;10
11;0.4782608695652174;0.12222222222222222;14;22
2;0.0425531914893617;0.016;3;48
21;0.2625;0.1826086956521739;46;57
15;0.2459016393442623;0.12195121951219512;19;59
2;0.021505376344086023;0.011695906432748537;3;94
3;0.04285714285714286;0.02054794520547945;5;70
16;0.24615384615384617;0.13445378151260504;27;56
11;0.21153846153846154;0.09322033898305085;15;50
2;0.023809523809523808;0.012345679012345678;3;85
6;0.08955223880597014;0.0425531914893617;7;68
35;0.43209876543209874;0.33980582524271846;59;59
0;0.0;0;1;68
25;0.25252525252525254;0.17985611510791366;41;85
6;0.07058823529411765;0.0379746835443038;8;85
19;0.38;0.19791666666666666;35;36
9;0.07692307692307693;0.047872340425531915;10;118
25;0.3968253968253968;0.21551724137931033;28;62
18;0.20930232558139536;0.12162162162162163;19;87
16;0.18604651162790697;0.10810810810810811;19;85
1;0.07142857142857142;0.010752688172043012;2;15
2;0.15384615384615385;0.02197802197802198;3;14
11;0.20754716981132076;0.09401709401709402;17;49
9;0.16363636363636364;0.07142857142857142;10;56
15;0.1485148514851485;0.09090909090909091;17;101
4;0.36363636363636365;0.046511627906976744;6;11
29;0.2248062015503876;0.19205298013245034;59;101
0;0.0;0;1;118
18;0.3;0.1487603305785124;20;60
20;0.43478260869565216;0.19047619047619047;22;46
10;0.15873015873015872;0.07633587786259542;13;62
25;0.2976190476190476;0.17985611510791366;26;85
7;0.125;0.05426356589147287;8;57
13;0.20634920634920634;0.10236220472440945;17;61
4;0.4444444444444444;0.047619047619047616;6;9
14;0.22950819672131148;0.112;17;60
28;0.3684210526315789;0.24778761061946902;44;62
16;0.13675213675213677;0.08839779005524862;17;118
3;0.1875;0.03296703296703297;6;15
1;0.1111111111111111;0.011494252873563218;3;9
40;0.425531914893617;0.3007518796992481;42;94
22;0.4782608695652174;0.22448979591836735;29;41
6;0.75;0.07317073170731707;7;9
18;0.1978021978021978;0.1232876712328767;26;85
5;0.05319148936170213;0.02976190476190476;7;94
19;0.37254901960784315;0.1743119266055046;23;49
44;0.6984126984126984;0.4835164835164835;53;56
32;0.4266666666666667;0.3018867924528302;50;59
45;0.4326923076923077;0.3333333333333333;50;101
27;0.40298507462686567;0.23893805309734514;35;61
13;0.19402985074626866;0.09774436090225563;15;67
26;0.52;0.2524271844660194;28;50
5;0.053763440860215055;0.02976190476190476;6;94
25;0.5;0.25510204081632654;33;44
16;0.1568627450980392;0.0975609756097561;19;101
27;0.38571428571428573;0.22131147540983606;29;70
0;0.0;0;1;15
0;0.0;0;2;4
28;0.32558139534883723;0.25225225225225223;56;60
13;0.5909090909090909;0.15294117647058825;18;19
6;0.09090909090909091;0.04285714285714286;7;67
16;0.2711864406779661;0.13333333333333333;20;57
3;0.021739130434782608;0.013953488372093023;4;139
6;0.25;0.06315789473684211;10;22
3;0.05084745762711865;0.022222222222222223;5;59
1;0.3333333333333333;0.012195121951219513;2;4
31;0.4025974025974026;0.28440366972477066;49;61
0;0.0;0;1;118
1;0.03571428571428571;0.009345794392523364;2;29
33;0.4925373134328358;0.308411214953271;41;61
37;0.5692307692307692;0.3557692307692308;42;62
4;0.08888888888888889;0.03333333333333333;6;45
48;0.4948453608247423;0.384;53;94
17;0.3333333333333333;0.15178571428571427;20;50
6;0.10526315789473684;0.046153846153846156;8;57
32;0.41025641025641024;0.29357798165137616;50;62
2;0.15384615384615385;0.02197802197802198;3;14
16;0.16494845360824742;0.10191082802547771;21;94
6;0.13636363636363635;0.05128205128205128;8;44
27;0.5094339622641509;0.2571428571428571;29;53
2;0.3333333333333333;0.024096385542168676;4;6
46;0.32857142857142857;0.26744186046511625;49;139
33;0.35106382978723405;0.2357142857142857;35;94
50;0.5681818181818182;0.43103448275862066;53;87
6;0.6666666666666666;0.07228915662650602;7;10
2;0.014492753623188406;0.009259259259259259;3;139
3;0.05357142857142857;0.022556390977443608;4;57
5;0.10416666666666667;0.040983606557377046;7;48
32;0.4155844155844156;0.2962962962962963;50;61
5;0.625;0.06097560975609756;7;8
26;0.3939393939393939;0.21666666666666667;27;67
45;0.6164383561643836;0.4326923076923077;50;70
0;0.0;0;1;78
36;0.5294117647058824;0.36363636363636365;50;56
4;0.17391304347826086;0.04081632653061224;6;23
26;0.27956989247311825;0.17687074829931973;27;94
2;0.11764705882352941;0.02127659574468085;4;17
11;0.4074074074074074;0.11702127659574468;14;26
35;0.43209876543209874;0.330188679245283;56;62
14;0.24561403508771928;0.11570247933884298;17;56
51;0.7285714285714285;0.5368421052631579;56;67
6;0.06;0.034482758620689655;7;101
25;0.26595744680851063;0.16891891891891891;27;94
33;0.2357142857142857;0.1783783783783784;36;139
32;0.22857142857142856;0.17204301075268819;35;139
29;0.34523809523809523;0.26605504587155965;56;59
11;0.18032786885245902;0.0859375;14;60
11;0.18333333333333332;0.09649122807017543;27;46
6;0.2857142857142857;0.06382978723404255;8;21
27;0.3333333333333333;0.23684210526315788;48;62
0;0.0;0;3;6
18;0.4090909090909091;0.17647058823529413;23;41
4;0.03389830508474576;0.02072538860103627;6;118
0;0.0;0;2;3
13;0.1111111111111111;0.07065217391304347;14;118
24;0.42857142857142855;0.2222222222222222;29;53
39;0.7647058823529411;0.43333333333333335;42;50
2;0.03571428571428571;0.014925373134328358;3;57
17;0.1650485436893204;0.10429447852760736;21;101
17;0.3695652173913043;0.1574074074074074;19;46
3;0.058823529411764705;0.024193548387096774;8;48
4;0.36363636363636365;0.047058823529411764;7;10
25;0.390625;0.24271844660194175;42;49
17;0.2463768115942029;0.12878787878787878;18;70
2;0.25;0.023529411764705882;4;8
2;0.2222222222222222;0.022988505747126436;3;10
28;0.2028985507246377;0.14736842105263157;29;139
0;0.0;0;1;94
8;0.057971014492753624;0.0380952380952381;9;139
40;0.43478260869565216;0.31746031746031744;47;87
42;0.6;0.40384615384615385;47;67
11;0.5;0.12790697674418605;17;18
2;0.021505376344086023;0.011695906432748537;3;94
13;0.09420289855072464;0.06341463414634146;14;139
0;0.0;0;1;68
17;0.34;0.15315315315315314;20;49
3;0.021739130434782608;0.013953488372093023;4;139
4;0.5;0.04878048780487805;7;7
22;0.21359223300970873;0.13924050632911392;26;101
30;0.6382978723404256;0.3191489361702128;34;45
26;0.5531914893617021;0.2736842105263158;33;42
6;0.6666666666666666;0.07317073170731707;8;9
25;0.24752475247524752;0.16129032258064516;27;101
25;0.5681818181818182;0.2604166666666667;29;42
7;0.3333333333333333;0.07865168539325842;13;17
18;0.2608695652173913;0.13740458015267176;19;70
12;0.11650485436893204;0.07142857142857142;16;101
29;0.4027777777777778;0.25892857142857145;41;62
21;0.40384615384615385;0.19626168224299065;26;49
19;0.7916666666666666;0.2289156626506024;22;23
39;0.3611111111111111;0.30708661417322836;62;87
7;0.07446808510638298;0.04216867469879518;9;94
8;0.10256410256410256;0.06153846153846154;29;59
7;0.2916666666666667;0.07865168539325842;16;17
1;0.007246376811594203;0.004608294930875576;2;139
37;0.5362318840579711;0.3557692307692308;46;62
15;0.6521739130434783;0.1724137931034483;17;23
2;0.014388489208633094;0.009259259259259259;4;139
5;0.053763440860215055;0.02976190476190476;6;94
16;0.2807017543859649;0.13445378151260504;19;56
18;0.21686746987951808;0.14634146341463414;41;62
7;0.12727272727272726;0.0546875;8;56
46;0.7540983606557377;0.4946236559139785;49;60
2;0.06060606060606061;0.018867924528301886;8;29
2;0.034482758620689655;0.014925373134328358;5;57
51;0.5604395604395604;0.45132743362831856;59;85
6;0.09523809523809523;0.04477611940298507;10;61
7;0.06930693069306931;0.04046242774566474;9;101
16;0.21621621621621623;0.12030075187969924;22;70
4;0.4;0.047619047619047616;7;9
7;0.1044776119402985;0.050359712230215826;9;67
27;0.2903225806451613;0.19424460431654678;35;87
2;1.0;0.025;3;3
21;0.6;0.22340425531914893;22;36
43;0.46236559139784944;0.37719298245614036;60;78
18;0.4090909090909091;0.16981132075471697;19;45
29;0.3625;0.2265625;33;78
3;0.045454545454545456;0.02097902097902098;4;67
2;0.034482758620689655;0.014705882352941176;3;59
7;0.3684210526315789;0.07865168539325842;11;17
47;0.3357142857142857;0.27485380116959063;50;139
7;0.11475409836065574;0.061946902654867256;29;41
2;0.023255813953488372;0.012195121951219513;3;87
30;0.28846153846153844;0.22058823529411764;49;87
6;0.08955223880597014;0.0425531914893617;7;68
29;0.3670886075949367;0.2636363636363636;50;60
7;0.07291666666666667;0.04216867469879518;11;94
6;0.075;0.039735099337748346;10;78
2;0.02;0.011235955056179775;3;101
3;0.03571428571428571;0.018633540372670808;4;85
10;0.15151515151515152;0.07352941176470588;11;67
4;0.4444444444444444;0.047619047619047616;6;9
2;0.5;0.024390243902439025;3;5
0;0.0;0;1;29
37;0.6065573770491803;0.40217391304347827;50;50
35;0.2845528455284553;0.21604938271604937;42;118
0;0.0;0;1;118
2;0.021505376344086023;0.011695906432748537;3;94
29;0.42028985507246375;0.26605504587155965;41;59
49;0.4803921568627451;0.4260869565217391;68;85
52;0.5531914893617021;0.49523809523809526;70;78
2;0.25;0.024096385542168676;6;6
38;0.4935064935064935;0.34234234234234234;47;70
24;0.47058823529411764;0.22857142857142856;27;50
26;0.4727272727272727;0.23853211009174313;27;56
1;0.125;0.011627906976744186;3;8
3;0.2727272727272727;0.03529411764705882;7;9
6;0.06976744186046512;0.0379746835443038;9;85
8;0.16;0.06611570247933884;10;50
21;0.15217391304347827;0.1065989847715736;22;139
6;0.04316546762589928;0.02830188679245283;8;139
3;0.021739130434782608;0.013953488372093023;4;139
11;0.44;0.12087912087912088;15;23
0;0.0;0;1;17
35;0.49295774647887325;0.3153153153153153;41;67
4;0.4;0.047058823529411764;6;10
35;0.5223880597014925;0.3125;36;68
42;0.3;0.23863636363636365;45;139
2;0.6666666666666666;0.024691358024691357;3;4
6;0.2;0.058823529411764705;9;29
40;0.3508771929824561;0.3007518796992481;62;94
41;0.41;0.2949640287769784;42;101
30;0.30927835051546393;0.2097902097902098;35;94
6;0.1276595744680851;0.05;8;47
4;0.6666666666666666;0.04938271604938271;6;6
36;0.46153846153846156;0.35294117647058826;57;59
11;0.1864406779661017;0.088;15;57
7;0.10606060606060606;0.050359712230215826;8;67
1;0.3333333333333333;0.012195121951219513;2;4
1;0.03571428571428571;0.009345794392523364;2;29
10;0.3448275862068966;0.10416666666666667;14;27
25;0.4716981132075472;0.25;34;46
1;0.07142857142857142;0.011363636363636364;7;10
4;0.10810810810810811;0.039603960396039604;17;26
2;0.2;0.022988505747126436;4;10
31;0.7209302325581395;0.34444444444444444;34;42
1;0.3333333333333333;0.012195121951219513;2;4
35;0.3977272727272727;0.28688524590163933;47;78
7;0.050359712230215826;0.03317535545023697;9;139
12;0.24;0.10344827586206896;15;49
8;0.12307692307692308;0.06015037593984962;13;62
35;0.4166666666666667;0.2713178294573643;36;85
1;0.25;0.012195121951219513;3;4
1;0.03571428571428571;0.009345794392523364;2;29
3;0.058823529411764705;0.023809523809523808;6;50
16;0.37209302325581395;0.15384615384615385;20;41
5;0.5555555555555556;0.05952380952380952;6;10
16;0.13559322033898305;0.08839779005524862;18;118
14;0.2692307692307692;0.12173913043478261;18;50
39;0.38613861386138615;0.312;57;85
0;0.0;0;1;14
4;0.06666666666666667;0.029850746268656716;7;59
